ID,Name,Dex,Set,Era,Rarity,Artist,Image URL (High Res),TCGPlayer Market Link
rsv10pt5-130,Sawk,539.0,White Flare,Scarlet & Violet,Illustration Rare,nagimiso,https://images.pokemontcg.io/rsv10pt5/130_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-130
rsv10pt5-87,Sewaddle,540.0,White Flare,Scarlet & Violet,Illustration Rare,nisimono,https://images.pokemontcg.io/rsv10pt5/87_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-87
rsv10pt5-88,Swadloon,541.0,White Flare,Scarlet & Violet,Illustration Rare,0313,https://images.pokemontcg.io/rsv10pt5/88_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-88
rsv10pt5-89,Leavanny,542.0,White Flare,Scarlet & Violet,Illustration Rare,mashu,https://images.pokemontcg.io/rsv10pt5/89_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-89
zsv10pt5-132,Venipede,543.0,Black Bolt,Scarlet & Violet,Illustration Rare,Apios,https://images.pokemontcg.io/zsv10pt5/132_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-132
zsv10pt5-133,Whirlipede,544.0,Black Bolt,Scarlet & Violet,Illustration Rare,kurumitsu,https://images.pokemontcg.io/zsv10pt5/133_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-133
zsv10pt5-134,Scolipede,545.0,Black Bolt,Scarlet & Violet,Illustration Rare,Oku,https://images.pokemontcg.io/zsv10pt5/134_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-134
rsv10pt5-90,Cottonee,546.0,White Flare,Scarlet & Violet,Illustration Rare,Keisin,https://images.pokemontcg.io/rsv10pt5/90_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-90
rsv10pt5-165,Whimsicott ex,547.0,White Flare,Scarlet & Violet,Special Illustration Rare,mele,https://images.pokemontcg.io/rsv10pt5/165_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-165
zsv10pt5-91,Petilil,548.0,Black Bolt,Scarlet & Violet,Illustration Rare,Tika Matsuno,https://images.pokemontcg.io/zsv10pt5/91_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-91
zsv10pt5-92,Lilligant,549.0,Black Bolt,Scarlet & Violet,Illustration Rare,En Morikura,https://images.pokemontcg.io/zsv10pt5/92_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-92
rsv10pt5-108,Basculin,550.0,White Flare,Scarlet & Violet,Illustration Rare,Nakamura Ippan,https://images.pokemontcg.io/rsv10pt5/108_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-108
zsv10pt5-135,Sandile,551.0,Black Bolt,Scarlet & Violet,Illustration Rare,Fujimoto Gold,https://images.pokemontcg.io/zsv10pt5/135_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-135
sv1-216,Sandile,551.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Nurikabe,https://images.pokemontcg.io/sv1/216_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-216
zsv10pt5-136,Krokorok,552.0,Black Bolt,Scarlet & Violet,Illustration Rare,Tonji Matsuno,https://images.pokemontcg.io/zsv10pt5/136_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-136
zsv10pt5-137,Krookodile,553.0,Black Bolt,Scarlet & Violet,Illustration Rare,Uninori,https://images.pokemontcg.io/zsv10pt5/137_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-137
zsv10pt5-97,Darumaka,554.0,Black Bolt,Scarlet & Violet,Illustration Rare,Tomowaka,https://images.pokemontcg.io/zsv10pt5/97_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-97
zsv10pt5-98,Darmanitan,555.0,Black Bolt,Scarlet & Violet,Illustration Rare,Nisota Niso,https://images.pokemontcg.io/zsv10pt5/98_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-98
zsv10pt5-93,Maractus,556.0,Black Bolt,Scarlet & Violet,Illustration Rare,Heisuke Kitazawa,https://images.pokemontcg.io/zsv10pt5/93_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-93
sv9-160,Maractus,556.0,Journey Together,Scarlet & Violet,Illustration Rare,Ounishi,https://images.pokemontcg.io/sv9/160_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-160
zsv10pt5-129,Dwebble,557.0,Black Bolt,Scarlet & Violet,Illustration Rare,Shimaris Yukichi,https://images.pokemontcg.io/zsv10pt5/129_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-129
zsv10pt5-130,Crustle,558.0,Black Bolt,Scarlet & Violet,Illustration Rare,MINAMINAMI Take,https://images.pokemontcg.io/zsv10pt5/130_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-130
sv10-186,Crustle,558.0,Destined Rivals,Scarlet & Violet,Illustration Rare,Takumi Wada,https://images.pokemontcg.io/sv10/186_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-186
sv4-183,Crustle,558.0,Paradox Rift,Scarlet & Violet,Illustration Rare,OKUBO,https://images.pokemontcg.io/sv4/183_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-183
rsv10pt5-138,Scraggy,559.0,White Flare,Scarlet & Violet,Illustration Rare,Nelnal,https://images.pokemontcg.io/rsv10pt5/138_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-138
me2pt5-285,Mega Scrafty ex,560.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,nagimiso,https://images.scrydex.com/pokemon/me2pt5-285/large,N/A
rsv10pt5-139,Scrafty,560.0,White Flare,Scarlet & Violet,Illustration Rare,Tetsu Kayama,https://images.pokemontcg.io/rsv10pt5/139_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-139
rsv10pt5-121,Sigilyph,561.0,White Flare,Scarlet & Violet,Illustration Rare,mingo,https://images.pokemontcg.io/rsv10pt5/121_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-121
rsv10pt5-122,Yamask,562.0,White Flare,Scarlet & Violet,Illustration Rare,YASHIRO Nanaco,https://images.pokemontcg.io/rsv10pt5/122_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-122
rsv10pt5-123,Cofagrigus,563.0,White Flare,Scarlet & Violet,Illustration Rare,Haru Akasaka,https://images.pokemontcg.io/rsv10pt5/123_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-123
zsv10pt5-106,Tirtouga,564.0,Black Bolt,Scarlet & Violet,Illustration Rare,Akino Fukuji,https://images.pokemontcg.io/zsv10pt5/106_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-106
zsv10pt5-107,Carracosta,565.0,Black Bolt,Scarlet & Violet,Illustration Rare,Takeshi Nakamura,https://images.pokemontcg.io/zsv10pt5/107_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-107
rsv10pt5-132,Archeops,567.0,White Flare,Scarlet & Violet,Illustration Rare,Jerky,https://images.pokemontcg.io/rsv10pt5/132_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-132
rsv10pt5-140,Trubbish,568.0,White Flare,Scarlet & Violet,Illustration Rare,Oswaldo KATO,https://images.pokemontcg.io/rsv10pt5/140_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-140
sv4-204,Garbodor,569.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Shinya Komatsu,https://images.pokemontcg.io/sv4/204_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-204
rsv10pt5-141,Garbodor,569.0,White Flare,Scarlet & Violet,Illustration Rare,Gapao,https://images.pokemontcg.io/rsv10pt5/141_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-141
sv6pt5-75,Zorua,570.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/75_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-75
rsv10pt5-142,Zorua,570.0,White Flare,Scarlet & Violet,Illustration Rare,Naoki Saito,https://images.pokemontcg.io/rsv10pt5/142_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-142
me2pt5-286,N's Zoroark ex,571.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,Raita Kazama,https://images.scrydex.com/pokemon/me2pt5-286/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-286
sv9-185,N's Zoroark ex,571.0,Journey Together,Scarlet & Violet,Special Illustration Rare,Megumi Mizutani,https://images.pokemontcg.io/sv9/185_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-185
rsv10pt5-143,Zoroark,571.0,White Flare,Scarlet & Violet,Illustration Rare,Iwamoto05,https://images.pokemontcg.io/rsv10pt5/143_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-143
zsv10pt5-152,Minccino,572.0,Black Bolt,Scarlet & Violet,Illustration Rare,Natsumi Yoshida,https://images.pokemontcg.io/zsv10pt5/152_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-152
sv5-182,Minccino,572.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Shibuzoh.,https://images.pokemontcg.io/sv5/182_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-182
zsv10pt5-153,Cinccino,573.0,Black Bolt,Scarlet & Violet,Illustration Rare,tono,https://images.pokemontcg.io/zsv10pt5/153_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-153
sv5-183,Cinccino,573.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Shibuzoh.,https://images.pokemontcg.io/sv5/183_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-183
rsv10pt5-124,Gothita,574.0,White Flare,Scarlet & Violet,Illustration Rare,Kanami Ogata,https://images.pokemontcg.io/rsv10pt5/124_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-124
sv2-213,Gothorita,575.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,SIE NANAHARA,https://images.pokemontcg.io/sv2/213_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-213
rsv10pt5-125,Gothorita,575.0,White Flare,Scarlet & Violet,Illustration Rare,Terada Tera,https://images.pokemontcg.io/rsv10pt5/125_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-125
zsv10pt5-118,Solosis,577.0,Black Bolt,Scarlet & Violet,Illustration Rare,USGMEN,https://images.pokemontcg.io/zsv10pt5/118_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-118
zsv10pt5-119,Duosion,578.0,Black Bolt,Scarlet & Violet,Illustration Rare,Kedamahadaitai Yawarakai,https://images.pokemontcg.io/zsv10pt5/119_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-119
sv5-171,Reuniclus,579.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Atsushi Furusawa,https://images.pokemontcg.io/sv5/171_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-171
rsv10pt5-109,Ducklett,580.0,White Flare,Scarlet & Violet,Illustration Rare,GIDORA,https://images.pokemontcg.io/rsv10pt5/109_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-109
rsv10pt5-110,Swanna,581.0,White Flare,Scarlet & Violet,Illustration Rare,Gemi,https://images.pokemontcg.io/rsv10pt5/110_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-110
rsv10pt5-111,Vanillite,582.0,White Flare,Scarlet & Violet,Illustration Rare,Mina Nakai,https://images.pokemontcg.io/rsv10pt5/111_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-111
sv4-190,Vanillish,583.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Taiga Kayama,https://images.pokemontcg.io/sv4/190_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-190
rsv10pt5-112,Vanillish,583.0,White Flare,Scarlet & Violet,Illustration Rare,Yoko Hishida,https://images.pokemontcg.io/rsv10pt5/112_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-112
rsv10pt5-113,Vanilluxe,584.0,White Flare,Scarlet & Violet,Illustration Rare,aoki,https://images.pokemontcg.io/rsv10pt5/113_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-113
sv5-165,Deerling,585.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Susumu Maeya,https://images.pokemontcg.io/sv5/165_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-165
rsv10pt5-91,Deerling,585.0,White Flare,Scarlet & Violet,Illustration Rare,takashi shiraishi,https://images.pokemontcg.io/rsv10pt5/91_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-91
sv5-166,Sawsbuck,586.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Susumu Maeya,https://images.pokemontcg.io/sv5/166_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-166
rsv10pt5-92,Sawsbuck,586.0,White Flare,Scarlet & Violet,Illustration Rare,Yano Keiji,https://images.pokemontcg.io/rsv10pt5/92_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-92
zsv10pt5-112,Emolga,587.0,Black Bolt,Scarlet & Violet,Illustration Rare,Tomomi Ozaki,https://images.pokemontcg.io/zsv10pt5/112_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-112
zsv10pt5-94,Karrablast,588.0,Black Bolt,Scarlet & Violet,Illustration Rare,Tomokazu Komiya,https://images.pokemontcg.io/zsv10pt5/94_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-94
zsv10pt5-138,Escavalier,589.0,Black Bolt,Scarlet & Violet,Illustration Rare,Uta,https://images.pokemontcg.io/zsv10pt5/138_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-138
zsv10pt5-95,Foongus,590.0,Black Bolt,Scarlet & Violet,Illustration Rare,buchi,https://images.pokemontcg.io/zsv10pt5/95_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-95
zsv10pt5-96,Amoonguss,591.0,Black Bolt,Scarlet & Violet,Illustration Rare,OKUBO,https://images.pokemontcg.io/zsv10pt5/96_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-96
rsv10pt5-126,Frillish,592.0,White Flare,Scarlet & Violet,Illustration Rare,Shinya Komatsu,https://images.pokemontcg.io/rsv10pt5/126_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-126
rsv10pt5-168,Jellicent ex,593.0,White Flare,Scarlet & Violet,Special Illustration Rare,Narano,https://images.pokemontcg.io/rsv10pt5/168_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-168
zsv10pt5-108,Alomomola,594.0,Black Bolt,Scarlet & Violet,Illustration Rare,Rond,https://images.pokemontcg.io/zsv10pt5/108_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-108
sv4-196,Joltik,595.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Atsushi Furusawa,https://images.pokemontcg.io/sv4/196_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-196
sv7-150,Joltik,595.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/150_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-150
rsv10pt5-116,Joltik,595.0,White Flare,Scarlet & Violet,Illustration Rare,HYOGONOSUKE,https://images.pokemontcg.io/rsv10pt5/116_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-116
rsv10pt5-117,Galvantula,596.0,White Flare,Scarlet & Violet,Illustration Rare,Akira Komayama,https://images.pokemontcg.io/rsv10pt5/117_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-117
sv7-168,Galvantula ex,596.0,Stellar Crown,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/168_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-168
rsv10pt5-148,Ferroseed,597.0,White Flare,Scarlet & Violet,Illustration Rare,Nurikabe,https://images.pokemontcg.io/rsv10pt5/148_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-148
sv4-209,Ferrothorn,598.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Kurata So,https://images.pokemontcg.io/sv4/209_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-209
rsv10pt5-149,Ferrothorn,598.0,White Flare,Scarlet & Violet,Illustration Rare,Minahamu,https://images.pokemontcg.io/rsv10pt5/149_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-149
zsv10pt5-139,Klink,599.0,Black Bolt,Scarlet & Violet,Illustration Rare,Nobuhiro Imagawa,https://images.pokemontcg.io/zsv10pt5/139_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-139
zsv10pt5-141,Klinklang,599.0,Black Bolt,Scarlet & Violet,Illustration Rare,Yuka Morii,https://images.pokemontcg.io/zsv10pt5/141_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-141
zsv10pt5-140,Klang,600.0,Black Bolt,Scarlet & Violet,Illustration Rare,okayamatakatoshi,https://images.pokemontcg.io/zsv10pt5/140_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-140
zsv10pt5-113,Tynamo,602.0,Black Bolt,Scarlet & Violet,Illustration Rare,ryoma uratsuka,https://images.pokemontcg.io/zsv10pt5/113_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-113
zsv10pt5-114,Eelektrik,603.0,Black Bolt,Scarlet & Violet,Illustration Rare,Kurata So,https://images.pokemontcg.io/zsv10pt5/114_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-114
zsv10pt5-115,Eelektross,604.0,Black Bolt,Scarlet & Violet,Illustration Rare,Yukiko Baba,https://images.pokemontcg.io/zsv10pt5/115_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-115
me2pt5-278,Mega Eelektross ex,604.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,akagi,https://images.scrydex.com/pokemon/me2pt5-278/large,N/A
zsv10pt5-120,Elgyem,605.0,Black Bolt,Scarlet & Violet,Illustration Rare,Masako Tomii,https://images.pokemontcg.io/zsv10pt5/120_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-120
zsv10pt5-121,Beheeyem,606.0,Black Bolt,Scarlet & Violet,Illustration Rare,Aya Kusube,https://images.pokemontcg.io/zsv10pt5/121_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-121
rsv10pt5-101,Litwick,607.0,White Flare,Scarlet & Violet,Illustration Rare,Naoyo Kimura,https://images.pokemontcg.io/rsv10pt5/101_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-101
rsv10pt5-102,Lampent,608.0,White Flare,Scarlet & Violet,Illustration Rare,Ligton,https://images.pokemontcg.io/rsv10pt5/102_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-102
rsv10pt5-103,Chandelure,609.0,White Flare,Scarlet & Violet,Illustration Rare,Kuroimori,https://images.pokemontcg.io/rsv10pt5/103_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-103
zsv10pt5-145,Axew,610.0,Black Bolt,Scarlet & Violet,Illustration Rare,Ayako Ozaki,https://images.pokemontcg.io/zsv10pt5/145_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-145
zsv10pt5-146,Fraxure,611.0,Black Bolt,Scarlet & Violet,Illustration Rare,Yuya Oka,https://images.pokemontcg.io/zsv10pt5/146_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-146
sv6pt5-77,Fraxure,611.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/77_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-77
zsv10pt5-147,Haxorus,612.0,Black Bolt,Scarlet & Violet,Illustration Rare,akagi,https://images.pokemontcg.io/zsv10pt5/147_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-147
zsv10pt5-109,Cubchoo,613.0,Black Bolt,Scarlet & Violet,Illustration Rare,osare,https://images.pokemontcg.io/zsv10pt5/109_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-109
zsv10pt5-110,Beartic,614.0,Black Bolt,Scarlet & Violet,Illustration Rare,Whisker,https://images.pokemontcg.io/zsv10pt5/110_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-110
zsv10pt5-111,Cryogonal,615.0,Black Bolt,Scarlet & Violet,Illustration Rare,rika,https://images.pokemontcg.io/zsv10pt5/111_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-111
rsv10pt5-93,Shelmet,616.0,White Flare,Scarlet & Violet,Illustration Rare,Mékayu,https://images.pokemontcg.io/rsv10pt5/93_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-93
rsv10pt5-94,Accelgor,617.0,White Flare,Scarlet & Violet,Illustration Rare,Taiga Kasai,https://images.pokemontcg.io/rsv10pt5/94_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-94
sv8-202,Stunfisk,618.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/202_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-202
rsv10pt5-118,Stunfisk,618.0,White Flare,Scarlet & Violet,Illustration Rare,Toshinao Aoki,https://images.pokemontcg.io/rsv10pt5/118_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-118
rsv10pt5-133,Mienfoo,619.0,White Flare,Scarlet & Violet,Illustration Rare,Iori Suzuki,https://images.pokemontcg.io/rsv10pt5/133_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-133
sv4-200,Mienshao,620.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Taira Akitsu,https://images.pokemontcg.io/sv4/200_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-200
rsv10pt5-134,Mienshao,620.0,White Flare,Scarlet & Violet,Illustration Rare,Atsuya Uki,https://images.pokemontcg.io/rsv10pt5/134_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-134
rsv10pt5-151,Druddigon,621.0,White Flare,Scarlet & Violet,Illustration Rare,Kamome Shirahama,https://images.pokemontcg.io/rsv10pt5/151_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-151
zsv10pt5-122,Golett,622.0,Black Bolt,Scarlet & Violet,Illustration Rare,Nabatame Kazutaka,https://images.pokemontcg.io/zsv10pt5/122_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-122
zsv10pt5-123,Golurk,623.0,Black Bolt,Scarlet & Violet,Illustration Rare,Shinya Mizuno,https://images.pokemontcg.io/zsv10pt5/123_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-123
zsv10pt5-142,Pawniard,624.0,Black Bolt,Scarlet & Violet,Illustration Rare,Dsuke,https://images.pokemontcg.io/zsv10pt5/142_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-142
zsv10pt5-143,Bisharp,625.0,Black Bolt,Scarlet & Violet,Illustration Rare,toriyufu,https://images.pokemontcg.io/zsv10pt5/143_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-143
rsv10pt5-170,Bouffalant ex,626.0,White Flare,Scarlet & Violet,Special Illustration Rare,Rianti Hidayat,https://images.pokemontcg.io/rsv10pt5/170_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-170
zsv10pt5-154,Rufflet,627.0,Black Bolt,Scarlet & Violet,Illustration Rare,Miki Tanaka,https://images.pokemontcg.io/zsv10pt5/154_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-154
zsv10pt5-155,Braviary,628.0,Black Bolt,Scarlet & Violet,Illustration Rare,kamonabe,https://images.pokemontcg.io/zsv10pt5/155_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-155
sv8-214,Braviary,628.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/214_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-214
rsv10pt5-144,Vullaby,629.0,White Flare,Scarlet & Violet,Illustration Rare,Saya Tsuruta,https://images.pokemontcg.io/rsv10pt5/144_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-144
rsv10pt5-145,Mandibuzz,630.0,White Flare,Scarlet & Violet,Illustration Rare,Bun Toujo,https://images.pokemontcg.io/rsv10pt5/145_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-145
rsv10pt5-104,Heatmor,631.0,White Flare,Scarlet & Violet,Illustration Rare,Kariya,https://images.pokemontcg.io/rsv10pt5/104_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-104
rsv10pt5-150,Durant,632.0,White Flare,Scarlet & Violet,Illustration Rare,Scav,https://images.pokemontcg.io/rsv10pt5/150_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-150
sv8-236,Durant ex,632.0,Surging Sparks,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/236_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-236
rsv10pt5-146,Deino,633.0,White Flare,Scarlet & Violet,Illustration Rare,Teeziro,https://images.pokemontcg.io/rsv10pt5/146_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-146
rsv10pt5-147,Zweilous,634.0,White Flare,Scarlet & Violet,Illustration Rare,Kyoko Umemoto,https://images.pokemontcg.io/rsv10pt5/147_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-147
sv8-240,Hydreigon ex,635.0,Surging Sparks,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/240_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-240
rsv10pt5-169,Hydreigon ex,635.0,White Flare,Scarlet & Violet,Special Illustration Rare,Takumi Wada,https://images.pokemontcg.io/rsv10pt5/169_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-169
zsv10pt5-99,Larvesta,636.0,Black Bolt,Scarlet & Violet,Illustration Rare,Katsunori Sato,https://images.pokemontcg.io/zsv10pt5/99_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-99
sv8-196,Larvesta,636.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/196_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-196
zsv10pt5-100,Volcarona,637.0,Black Bolt,Scarlet & Violet,Illustration Rare,AKIRA EGAWA,https://images.pokemontcg.io/zsv10pt5/100_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-100
zsv10pt5-144,Cobalion,638.0,Black Bolt,Scarlet & Violet,Illustration Rare,hncl,https://images.pokemontcg.io/zsv10pt5/144_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-144
rsv10pt5-135,Terrakion,639.0,White Flare,Scarlet & Violet,Illustration Rare,Shiburingaru,https://images.pokemontcg.io/rsv10pt5/135_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-135
rsv10pt5-95,Virizion,640.0,White Flare,Scarlet & Violet,Illustration Rare,kodama,https://images.pokemontcg.io/rsv10pt5/95_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-95
sv9-167,N's Reshiram,643.0,Journey Together,Scarlet & Violet,Illustration Rare,Bun Toujo,https://images.pokemontcg.io/sv9/167_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-167
